"Valor Mercado","Tipo","Valor Compra","Edad","Edad Maxima"
"6707.6807111179","2","38207","12","14"
"4494.4294694382","2","40656","14","13"
"7144.8802813803","2","39274","10","12"
"6314.5651533058","2","42586","14","15"
"6337.5775711785","2","42327","13","14"
"7826.41891689","2","40009","10","13"
"6021.8613212299","2","43134","13","14"
"7379.5700683569","2","42588","12","14"
"11180.240982317","2","39974","9","15"
"8622.2833608604","2","41572","10","13"
"6616.226417833","2","43323","11","12"
"7874.4048273455","2","41118","11","14"
"6501.8219975917","2","39042","12","13"
"6905.9206712522","2","44533","11","12"
"9328.5008833209","2","44977","10","13"
"7398.8793603617","2","41296","12","15"
"5797.7286232112","2","40704","14","15"
"7938.8805013868","2","38277","10","13"
"7041.4656100675","2","38031","11","13"
"6997.8857489325","2","38466","10","12"
"4316.7792294395","2","39049","14","13"
"5717.6060311773","2","41272","14","14"
"9419.0348407567","2","38054","10","15"
"5533.2036964302","2","39334","13","13"
"4137.7364392847","2","39978","14","13"
"7391.4141633055","2","43513","11","13"
"4525.9355792077","2","40941","14","13"
"4936.3645590149","2","39766","13","13"
"6667.1701393237","2","44964","14","15"
"4633.6819419996","2","40465","14","13"
"4883.4669135886","2","44781","13","12"
"5626.9926272889","2","42311","12","12"
"3895.7075304131","2","42339","14","12"
"8721.4483886759","2","38105","9","13"
"6516.7042148511","2","44764","11","12"
"6097.3270672108","2","42362","12","13"
"6963.4030863478","2","42402","13","14"
"7848.9258761489","2","43144","10","12"
"8366.2010902476","2","39092","12","15"
"9346.2171764013","2","41743","11","15"
"9715.1357706593","2","40023","9","13"
"10918.841835983","2","43415","10","15"
"10778.695114999","2","38089","9","14"
"8516.85047794","2","43697","10","13"
"6167.8383811618","2","43114","12","13"
"8935.110004136","2","44385","11","15"
"8895.635638062","2","43701","10","13"
"8780.6619681074","2","40703","9","12"
"4875.9105386114","2","38690","12","12"
"7639.2777010937","2","43423","12","15"
"8030.4859545931","2","44142","10","12"
"6136.0851437303","2","43586","11","12"
"6474.705348806","2","43666","14","15"
"8858.311419762","2","42710","10","13"
"6574.3269143322","2","41493","11","12"
"8616.7510903907","2","40919","10","14"
"7629.4271958666","2","43130","10","12"
"10124.010535073","2","39994","10","14"
"13132.584733837","2","44795","9","15"
"10112.397199118","2","44200","9","12"
"9053.6317377121","2","40507","10","13"
"12290.505958998","2","44691","10","15"
"7518.1389524304","2","44241","13","15"
"8854.6771533346","2","39293","10","13"
"7958.61903047","2","42538","12","14"
"5532.921359958","2","40896","12","12"
"5316.1026259802","2","41089","13","13"
"10364.00976762","2","44110","9","13"
"6204.0821733812","2","38171","11","12"
"9691.9273013358","2","42846","9","13"
"3749.0065126619","2","42918","14","12"
"10800.818470754","2","44723","10","15"
"5762.3950713289","2","44529","13","13"
"8398.4362878977","2","41138","10","13"
"8340.2111639305","2","40212","10","13"
"6599.8187081931","2","41805","13","14"
"7272.24549207","2","41036","11","13"
"5607.0696337593","2","40592","12","12"
"9322.9662242558","2","40173","10","14"
"4288.5895522773","2","38794","14","13"
"3558.4825581898","2","38674","14","12"
"8530.0795420304","2","43728","11","14"
"8270.1196198901","2","39930","10","13"
"4396.8359204949","2","40298","13","12"
"7232.4547835369","2","41593","12","14"
"9983.9182284792","2","43512","11","15"
"8541.1452822119","2","38266","11","15"
"5334.9921337169","2","41235","13","13"
"8686.1852301727","2","44600","12","15"
"8942.0206526936","2","40062","11","15"
"7757.1462304883","2","38683","11","14"
"6109.0726164561","2","43614","14","14"
"8088.7763019789","2","44153","12","14"
"5083.2182840209","2","39289","12","12"
"9846.5631881947","2","41672","11","15"
"10129.72247174","2","44352","10","14"
"4617.1617230142","2","43330","14","13"
"6910.8526588776","2","39883","12","14"
"7298.9266153851","2","40379","10","12"
"12710.489853945","2","44793","9","15"
"8266.3024624937","2","40405","9","12"
"8000.5893016993","2","40227","10","12"
"11994.632862728","2","43039","9","14"
"7808.413103886","2","40093","12","15"
"12976.324712336","2","44262","9","15"
"4183.4205882083","2","38342","13","12"
"8057.9668594899","2","39626","12","15"
"7785.0705780187","2","42793","10","12"
"4654.5026166181","2","42104","14","13"
"9739.2360655612","2","42782","10","13"
"4852.3424951218","2","41259","13","13"
"5194.9419002313","2","43913","13","12"
"9630.0481004986","2","38041","10","15"
"9680.5374742687","2","39147","10","14"
"6229.982976474","2","42567","13","14"
"6604.271999512","2","41501","11","12"
"7353.6016429427","2","38675","11","13"
"7966.171194498","2","39897","11","14"
"4488.0176997307","2","40598","14","13"
"9200.5313645667","2","44360","10","13"
"5379.7576794491","2","41581","13","13"
"8338.2063956086","2","41197","11","15"
"4861.8468477803","2","41644","13","13"
"7942.5726642909","2","39389","10","13"
"8094.2000665426","2","43263","11","13"
"6473.222569218","2","43656","14","15"
"7277.7272845109","2","43109","12","14"
"3874.9371444963","2","38418","13","12"
"3827.7321811826","2","41345","14","12"
"7285.9423335714","2","39553","10","12"
"5109.0943220164","2","39489","14","14"
"4875.4895011814","2","41893","13","12"
"5111.164405056","2","39505","13","13"
"6653.237650988","2","40411","10","12"
"9068.1960425561","2","39468","10","14"
"5995.609754651","2","39080","11","12"
"8792.5268529622","2","40758","9","12"
"6999.6869199186","2","39498","11","13"
"4565.7351712003","2","41846","13","12"
"6919.1590421217","2","43172","12","13"
"6695.0723813234","2","44215","12","13"
"7214.7825428801","2","41637","12","14"
"9845.4391335893","2","41544","10","14"
"10984.671690776","2","38355","9","14"
"8604.7171634423","2","40140","11","15"
"3592.2704447522","2","42032","14","12"
"8473.6633019663","2","38917","11","15"
"6145.4431055602","2","43922","11","12"
"6202.7768708461","2","44699","14","14"
"7420.0858755209","2","43664","13","15"
"7724.6709131612","2","41564","12","14"
"9933.0488514345","2","44502","11","15"
"10567.983159365","2","39443","9","15"
"5989.56108575","2","39465","14","15"
"11115.567029044","2","43453","10","15"
"3649.1626963457","2","38462","14","12"
"5085.8058878205","2","39309","14","14"
"4034.3700224024","2","43846","14","12"
"7615.5649673926","2","40281","11","13"
"5641.4938037733","2","43604","12","12"
"5335.9985622246","2","38897","14","15"
"8032.9685202624","2","41246","12","15"
"11362.297019535","2","43725","10","15"
"10370.530583162","2","42723","9","13"
"11347.072061177","2","44358","10","15"
"7489.9569662688","2","38544","11","13"
"6034.2267039021","2","40301","13","14"
"10379.512578612","2","41840","10","15"
"8193.5042236767","2","42069","11","13"
"5422.8412827115","2","41914","13","13"
"11133.431167018","2","42979","10","15"
"12079.049102529","2","44734","9","15"
"8633.774907457","2","42643","11","15"
"7750.323108096","2","42602","10","12"
"7664.0911849558","2","41178","11","14"
"6401.244486873","2","43725","12","13"
"8504.8693012593","2","42546","11","14"
"6998.2434374204","2","43137","13","15"
"7805.873247629","2","44250","11","13"
"7778.1875735576","2","43106","12","14"
"3555.6301777972","2","38643","14","12"
"10110.071829897","2","41650","9","13"
"5507.9734477166","2","42572","12","12"
"6742.2841423817","2","40457","11","13"
"5696.1020298301","2","43788","13","13"
"5663.633077109","2","42195","12","12"
"8002.1537471233","2","40424","10","13"
"8961.8858575782","2","40151","11","15"
"4071.3090092687","2","39683","14","13"
"8834.044914585","2","42593","10","13"
"4231.2807374009","2","39319","14","13"
"6423.9557429519","2","44249","13","14"
"8211.6511016981","2","44123","12","15"
"4646.0486161327","2","41439","14","13"
"6481.0677626654","2","38085","12","14"
"8407.2681982582","2","41925","11","14"
"9660.1645894225","2","41626","10","14"
"3230.231873254","2","38412","14","12"
"6112.6751314642","2","44601","13","14"
"6946.5546453848","2","43347","13","14"
"6216.1473868936","2","41516","13","14"
"10095.064614421","2","43500","10","14"
"7829.3282792328","2","44829","12","14"
"6108.7446124681","2","43998","14","14"
"7548.5574979534","2","44420","13","15"
"12656.803425154","2","44758","9","15"
"5680.9108803903","2","42330","13","13"
"9839.6033823253","2","38465","10","15"
"11089.126621673","2","40154","10","15"
"11287.180562327","2","40312","9","15"
"12510.248673801","2","44085","9","15"
"12600.932429434","2","40240","9","15"
"12899.131008456","2","43838","9","14"
"12029.226883271","2","41805","9","15"
"8574.6574500349","2","44675","10","13"
"8446.9263837317","2","43719","12","15"
"8763.0041931478","2","42879","11","15"
"9601.5340031589","2","39555","9","13"
"7702.8809474197","2","43466","11","13"
"10528.758493441","2","39203","9","14"
"12454.862740783","2","42995","9","15"
"5963.6374784944","2","43083","14","14"
"3730.9135535367","2","40548","14","12"
"8852.6478683436","2","44146","11","14"
"7354.8204923268","2","40428","10","12"
"5652.7489952009","2","40534","13","14"
"7643.697365027","2","40160","12","14"
"6886.2063417991","2","44885","11","12"
"4564.5016712349","2","42961","14","13"
"4606.9336454903","2","44665","13","12"
"6943.2556738767","2","40070","12","14"
"6741.374547065","2","41224","12","13"
"7986.9803943864","2","39040","9","12"
"6925.9238307077","2","44059","12","14"
"6603.8037680838","2","38111","12","14"
"4948.0464921152","2","40460","12","12"
"9053.8260088673","2","43788","12","15"
"3644.8820804047","2","39613","14","12"
"6868.8441426994","2","41687","11","12"
"9490.1231132827","2","40165","9","13"
"6192.2570232113","2","38145","12","13"
"6458.2917754417","2","38383","13","15"
"3361.8877460984","2","38279","14","12"
"9937.7208487064","2","42822","10","14"
"10320.008299835","2","40343","10","15"
"12559.228249595","2","44901","9","15"
"9990.4008410621","2","43049","10","14"
"5526.4159386491","2","43070","12","12"
"10363.570126119","2","44657","10","14"
"8434.3149408338","2","42970","12","15"
"11156.240288833","2","43612","10","15"
"5682.4402717088","2","41835","13","14"
"8218.4638259909","2","39625","10","13"
"5511.596093036","2","42600","12","12"
"7579.8603891559","2","41665","10","12"
"6827.3162849205","2","41560","13","15"
"6383.0271736282","2","39148","14","15"
"5878.5036846132","2","42673","12","13"
"5809.2046374033","2","41767","13","13"
"4869.9779199263","2","40401","14","14"
"7489.996151582","2","43023","10","12"
"8947.6332567916","2","41477","9","12"
"7480.1875783429","2","41490","11","13"
"7056.2364721981","2","38329","12","14"
"5818.4971463244","2","38426","12","13"
"7021.3556099508","2","40722","13","15"
"6792.7419714625","2","41516","11","12"
"3859.867449657","2","44862","14","12"
"10028.19544352","2","43079","10","15"
"8368.0094160688","2","38191","9","12"
"5517.7666140225","2","41709","12","12"
"6082.2964355169","2","42972","14","15"
"7572.4698747599","2","41798","11","13"
"6613.6806229231","2","38168","12","14"
"10078.111268903","2","40204","9","13"
"9863.2262339655","2","42501","10","14"
"8361.9576954233","2","39467","10","14"
"10125.488664073","2","41642","9","13"
"4831.5654708721","2","42290","13","12"
"13351.76624523","2","42623","9","15"
"5809.9499680719","2","44049","13","13"
"4418.6575291132","2","40498","13","12"
"5724.8146461187","2","44248","14","14"
"9211.8966012854","2","42702","9","12"
"7457.8726387741","2","43070","10","12"
"10901.157642469","2","44909","9","13"
"8219.4055334374","2","42191","12","15"
"8934.6368377548","2","43078","10","13"
"10283.480302774","2","39527","10","15"
"5227.9762447911","2","38366","14","15"
"12776.728604272","2","43796","9","15"
"9333.5265168878","2","43431","11","15"
"6125.8832098039","2","39604","14","15"
"9115.8312151022","2","39440","10","15"
"6201.3242201314","2","41417","13","14"
"4277.6899374392","2","39206","13","12"
"9761.7416239928","2","40215","9","13"
"7437.098415842","2","42920","12","14"
"7451.3911085087","2","39141","10","12"
"5795.8208166452","2","42380","14","15"
"5321.9247345292","2","41134","14","14"
"6929.650554965","2","40778","13","15"
"8623.3203909962","2","41577","10","13"
"4784.8241217277","2","43854","13","12"
"5257.5831515779","2","41182","14","14"
"7649.1908776545","2","44144","12","14"
"6565.9898327988","2","43277","12","13"
"7348.5566193077","2","43591","11","13"
"9393.8773632894","2","43672","11","14"
"4921.6142177006","2","40570","13","13"
"7706.5686116566","2","42549","10","12"
"3877.49539603","2","40518","14","12"
"8986.9282113436","2","38725","10","14"
"6723.8855295511","2","38804","12","14"
"7187.7511506883","2","41481","12","14"
"5023.7033966313","2","38829","12","12"
"3683.4352218403","2","40032","14","12"
"11431.347827036","2","40567","9","14"
"10436.280960991","2","40087","9","14"
"7401.0816962014","2","41763","11","13"
"7811.8244435951","2","39439","12","15"
"7625.7983267193","2","44009","12","14"
"9748.3513607669","2","42006","10","14"
"8918.2921655202","2","39812","10","14"
"5271.725220818","2","40746","13","13"
"6742.2988998404","2","44156","12","13"
"8788.7374086127","2","41859","10","14"
"11806.650890186","2","42110","9","14"
"7905.0952800835","2","40589","10","13"
"9187.1684067676","2","40598","9","13"
"9946.1117517165","2","42873","11","15"
"5509.9141505663","2","42587","12","12"
"6201.3289205702","2","39259","11","12"
"4289.2128744707","2","40075","14","13"
"10257.16217381","2","39814","10","15"
"4635.8590083278","2","39478","14","13"
"7089.0673426122","2","39497","10","12"
"6403.8901085815","2","42292","12","13"
"5334.8250547214","2","42731","12","12"
"4143.3961089478","2","40309","13","12"
"7423.2340030077","2","40721","10","12"
"5819.5209451822","2","44980","13","13"
"6954.9710202327","2","40927","13","15"
"6641.923666954","2","43864","12","13"
"4076.4196301257","2","44303","14","12"
"3952.8308054184","2","38190","13","12"
"6413.5197214852","2","39018","12","14"
"6746.4834896149","2","40395","10","12"
"12235.476583365","2","40945","9","15"
"5852.6344620058","2","41277","12","12"
"8175.2536650349","2","40768","11","14"
"6974.0038531857","2","41039","13","15"
"7501.5838424808","2","39030","10","12"
"10673.05619689","2","43172","10","15"
"8298.6397107316","2","42101","12","15"
"6573.9033032408","2","44335","14","15"
"9611.6353583034","2","44555","9","12"
"6253.4298972351","2","41765","13","14"
"6578.6933568258","2","41127","13","14"
"5530.265958963","2","39650","11","12"
"8741.5637099825","2","44786","9","12"
"7440.8180685589","2","43786","13","15"
"9103.2233432217","2","41896","11","14"
"4861.1812722269","2","38359","13","13"
"6852.7475246543","2","38984","12","15"
"6455.712969958","2","42079","11","12"
"8824.9745705175","2","44008","11","14"
"5592.1132603165","2","40393","13","13"
"5676.8216525222","2","38285","14","15"
"5753.0446149343","2","40838","13","14"
"11259.533525017","2","43247","9","14"
"4566.2311023659","2","38091","12","12"
"6040.7527341684","2","43211","13","13"
"10213.13705425","2","41334","10","15"
"10933.849170649","2","38208","9","15"
"7123.6370195016","2","43143","11","13"
"7413.3941699126","2","39120","12","14"
"4796.4871116961","2","39952","14","13"
"9004.2947219388","2","40341","11","15"
"9918.0904685917","2","38669","10","15"
"8443.9141775077","2","40712","10","13"
"9742.8398354725","2","44207","10","14"
"6350.2115548211","2","44864","12","13"
"10086.550143661","2","44465","9","12"
"5013.0942210532","2","38747","13","13"
"6540.244206594","2","44108","14","15"
"10243.699438177","2","43304","10","14"
"7218.7679404468","2","41660","12","14"
"9045.478105505","2","44615","11","14"
"3903.4961374171","2","39769","14","12"
"5709.2890233214","2","44128","13","13"
"7101.5802673196","2","43558","12","13"
"6008.5854114946","2","40712","13","14"
"5910.0417916638","2","42205","14","15"
"10181.291509466","2","44405","11","15"
"9229.5647219939","2","41354","11","15"
"5833.5994194178","2","38024","11","12"
"10663.569293884","2","40359","8","13"
"10864.778262267","2","39519","7","12"
"23863.776310039","2","38757","3","15"
"21149.753264414","2","43538","5","15"
"15936.975798282","2","38238","6","14"
"17914.912839344","2","43289","5","12"
"19353.031373609","2","38048","4","13"
"24216.638388589","2","43285","3","12"
"15114.579259606","2","38999","6","13"
"12165.072090478","2","41994","7","12"
"24024.509007302","2","44831","4","12"
"17606.913777003","2","43721","6","14"
"33063.500647642","2","39533","2","15"
"11658.283698028","2","42521","8","13"
"14524.323290532","2","40235","6","13"
"20497.405278372","2","42114","4","12"
"9397.5461611763","2","44161","11","15"
"11953.22865604","2","39406","7","12"
"26519.142370517","2","41103","3","14"
"17734.518179107","2","39779","6","15"
"8399.9880906611","2","39373","11","15"
"23667.663066197","2","42060","3","12"
"27623.670804669","2","38469","3","15"
"31568.816158247","2","42805","2","12"
"16726.798844508","2","42729","6","14"
"30849.899229399","2","42319","2","12"
"21099.936105557","2","39587","4","13"
"13334.508675634","2","44238","7","13"
"19345.951149261","2","43620","6","15"
"16719.55537712","2","40934","7","15"
"11966.351402634","2","40817","9","15"
"11222.290006719","2","40236","10","15"
"20514.831724342","2","44886","5","15"
"9548.972317708","2","40565","9","13"
"27520.477175495","2","40743","3","15"
"34638.461749834","2","44439","2","15"
"30957.932481263","2","42696","2","12"
"7293.4162475053","2","40445","11","13"
"18688.501704654","2","38794","5","14"
"9649.818715018","2","44732","9","12"
"16420.897762902","2","39448","6","14"
"17210.992190333","2","39391","5","12"
"27122.584301662","2","38827","2","12"
"12370.087632071","2","41531","7","12"
"8253.9926222681","2","41076","11","14"
"9137.0509209607","2","39677","10","14"
"18946.632311229","2","44603","6","14"
"11126.279680875","2","39038","9","15"
"11354.762779206","2","39170","7","12"
"34917.011868837","2","43716","2","15"
"19253.033204283","2","39454","4","13"
"12001.098763468","2","38689","8","14"
"22818.032964155","2","43415","5","15"
"23522.137548484","2","40580","4","15"
"30529.535903425","2","40097","2","15"
"24018.128539438","2","41236","4","13"
"9291.0263842088","2","40340","10","14"
"23461.494830929","2","43323","4","13"
"12931.461342179","2","38543","7","14"
"12639.930547754","2","44854","7","12"
"9669.4707374","2","44763","11","14"
"28468.899036544","2","44125","3","14"
"11812.047542113","2","38004","8","14"
"18339.321629853","2","38423","6","15"
"19412.641987219","2","44278","6","15"
"25466.721674023","2","41216","4","15"
"23038.177395177","2","38497","3","14"
"8491.0902163111","2","42343","11","14"
"14035.948126502","2","42215","7","13"
"25420.359925273","2","38374","2","13"
"7915.8738810261","2","43512","10","12"
"5781.0246387967","2","39169","11","12"
"21540.728465657","2","40414","4","13"
"15114.334350755","2","39251","7","15"
"17233.873389727","2","39210","6","14"
"25789.142968694","2","44491","4","15"
"8899.7510793996","2","42515","11","15"
"16871.788223951","2","43815","7","15"
"28655.017376809","2","42281","3","14"
"14454.686341381","2","40186","7","14"
"13741.364446765","2","41329","7","13"
"8494.0770351637","2","42328","11","14"
"24528.388525816","2","40898","3","12"
"11628.325502464","2","39664","9","15"
"7740.3481858374","2","42209","11","14"
"31519.295543786","2","43173","2","13"
"13242.473464628","2","41561","8","15"
"29354.155025442","2","38418","2","14"
"15341.603228149","2","39092","5","12"
"11566.811673655","2","39794","9","15"
"18667.927284009","2","39630","5","14"
"27513.03886446","2","43605","4","15"
"20625.43655871","2","40780","5","15"
"12278.885122585","2","39506","8","14"
"7157.7099284119","2","40762","11","13"
"10063.894413603","2","41762","9","13"
"29043.51829346","2","39764","2","13"
"8495.7240585584","2","39187","11","14"
"17144.431717418","2","38224","6","15"
"30808.206176663","2","43320","2","12"
"23089.078380479","2","41843","3","12"
"7557.2052071819","2","41427","10","12"
"31829.575130707","2","43598","2","13"
"12068.002970905","2","41052","8","14"
"19671.347495753","2","43194","5","13"
"26766.86362332","2","44168","3","13"
"9491.8610212455","2","39293","10","15"
"12525.628006645","2","38328","8","14"
"22529.61373213","2","38867","4","14"
"25447.196282072","2","44580","4","15"
"7502.9065683324","2","41242","10","12"
"13441.938535451","2","43248","8","14"
"27349.498700489","2","42390","3","14"
"31450.463705011","2","41309","2","15"
"12619.493836141","2","42849","9","14"
"10251.635478671","2","43017","8","12"
"25583.346945859","2","41012","3","13"
"10254.898599112","2","40677","8","12"
"17173.968820682","2","43802","7","15"
"22843.130960452","2","39183","3","14"
"20081.730224708","2","39705","5","15"
"6040.5812152953","2","40752","11","12"
"32178.217537823","2","42915","2","14"
"31672.596701832","2","41428","2","14"
"13963.845144589","2","41560","8","15"
"13230.576677228","2","41126","8","14"
"24029.439146245","2","38749","3","15"
"15054.64869117","2","39096","7","15"
"10337.147346413","2","40410","10","15"
"12812.528131428","2","41908","7","12"
"11687.325105788","2","41609","8","13"
"10903.619448963","2","42829","10","14"
"11301.414251745","2","39781","8","13"
"10875.364570289","2","42514","10","15"
"13237.853417709","2","43641","7","12"
"9988.7041504897","2","44388","9","13"
"8860.6959208026","2","44503","10","12"
"9606.4616630965","2","42495","10","13"
"8769.2168779411","2","41426","9","12"
"12395.794778183","2","40865","7","12"
"16979.69709738","2","41008","5","13"
"13583.655596765","2","44781","7","12"
"10597.594419133","2","38783","9","14"
"10676.315701517","2","41284","9","14"
"29643.304355695","2","44728","3","13"
"19062.532281289","2","43195","6","15"
"8586.3132045237","2","43695","10","13"
"8685.3030256053","2","42969","10","13"
"34781.577984561","2","42870","2","14"
"32549.209668408","2","42859","2","12"
"9426.7209776977","2","39813","9","12"
"26923.991521787","2","40529","3","15"
"7821.7172587492","2","39005","11","14"
"23183.599420205","2","40136","4","13"
"25953.727346618","2","40929","3","15"
"19952.21602131","2","43806","5","14"
"8347.5099174452","2","41627","11","14"
"8942.8823359262","2","41355","10","14"
"8457.3904272741","2","44882","11","13"
"24859.979354566","2","40124","4","15"
"25657.562751259","2","44264","4","15"
"7444.4996742099","2","42008","11","13"
"20562.713419073","2","44519","4","12"
"7885.3356378331","2","44039","10","12"
"9307.2471304824","2","43144","9","12"
"25652.754763671","2","38664","2","12"
"12726.969272564","2","42424","8","13"
"34223.304051275","2","44659","2","14"
"14175.563348276","2","39410","7","14"
"20405.216842017","2","42980","5","13"
"25963.579335692","2","43291","3","12"
"15023.680507364","2","42325","7","13"
"8689.4829136584","2","41896","10","13"
"12170.984601523","2","41515","9","15"
"11174.402562072","2","43683","8","12"
"18863.973017946","2","39626","5","15"
"23262.447395664","2","40011","3","14"
"11220.180222222","2","43964","10","14"
"25709.085836463","2","39059","3","13"
"6744.1033313712","2","39485","11","13"
"7560.2790831421","2","41411","11","14"
"19244.940622708","2","41181","5","12"
"10833.676250663","2","44631","9","13"
"23833.786205712","2","41427","4","15"
"15529.453742666","2","43174","7","14"
"27682.123283702","2","44390","3","15"
"16249.854575328","2","38290","6","14"
"16575.965969134","2","38228","6","14"
"32037.391601093","2","39493","2","14"
"18933.705792082","2","39303","5","14"
"7002.9814616224","2","42240","10","12"
"18171.300193773","2","43653","6","14"
"24118.040071013","2","42673","4","14"
"28680.054806062","2","39284","2","13"
"32546.734081226","2","43658","2","12"
"13169.153935674","2","39608","7","13"
"23094.642733557","2","44955","4","14"
"23810.152448423","2","40253","4","14"
"10868.086271284","2","38736","8","14"
"21473.904520974","2","44576","5","14"
"8719.2625125261","2","39064","11","15"
"12321.458785886","2","43714","8","14"
"21829.624146337","2","39156","4","14"
"16202.923767829","2","42078","7","15"
"19117.812563426","2","41914","5","15"
"13918.486167339","2","41425","8","15"
"23848.160671531","2","40330","4","14"
"18409.382780498","2","40423","5","13"
"31056.589657142","2","38998","2","13"
"15742.992463942","2","40844","5","12"
"16509.251985716","2","44048","6","13"
"9489.3607375555","2","40890","10","14"
"6752.2716612512","2","44012","11","12"
"17026.149875741","2","40902","6","14"
"19644.703553499","2","44647","6","15"
"18071.548349774","2","38348","5","13"
"35150.415856591","2","44147","2","14"
"15896.39980322","2","39273","6","15"
"16902.593725673","2","43895","7","15"
"12407.777985384","2","40333","7","13"
"12168.900015083","2","40117","7","12"
"33528.104268027","2","44904","2","14"
"9833.9511956568","2","41997","8","12"
"16004.115086721","2","40743","5","12"
"29570.160144295","2","40867","2","12"
"5691.9856035079","2","39815","11","12"
"10006.877843076","2","43120","10","14"
"16322.274431202","2","38268","5","12"
"29748.789751048","2","41709","3","15"
"26105.640112023","2","38585","2","12"
"29141.21884575","2","41730","3","14"
"14666.186753682","2","40774","6","12"
"8867.8760700287","2","38212","10","14"
"25305.72205185","2","38093","3","15"
"9078.8056818513","2","39707","9","12"
"25001.579925799","2","40090","3","12"
"17327.30838012","2","38047","5","13"
"27356.460087029","2","41180","3","15"
"11821.525041243","2","40323","9","15"
"13605.857044427","2","44635","8","13"
"7947.176742473","2","38317","10","13"
"8348.5558885831","2","44055","11","14"
"30251.005354069","2","40515","2","14"
"22221.419309672","2","38501","4","14"
"13743.524636852","2","39747","8","15"
"20919.907073937","2","43426","5","14"
"18924.889342294","2","38951","4","13"
"6974.7814102928","2","38339","10","12"
"27487.329990796","2","41377","3","15"
"15160.500744111","2","39754","6","12"
"7295.4719974766","2","40105","11","14"
"8506.7316455172","2","42421","11","14"
"18228.085311679","2","41743","5","13"
"10262.511808508","2","42278","9","13"
"30331.702780783","2","44411","2","12"
"8886.0093528479","2","39983","9","13"
"22816.118364905","2","43698","5","14"
"30773.499427148","2","43976","3","14"
"19826.645210622","2","43535","5","13"
"7029.960498218","2","39623","11","13"
"8320.1652702145","2","42482","11","14"
"10397.60611219","2","41173","10","15"
"20016.347877617","2","41288","5","13"
"17072.752116983","2","39473","5","13"
"7491.9936256641","2","42276","11","13"
"17561.786738722","2","38660","5","14"
"19292.723823737","2","38145","5","15"
"18170.408344893","2","38921","5","15"
"12975.691425382","2","38619","8","15"
"18013.727764047","2","43951","7","15"
"25620.642740862","2","40055","3","13"
"21370.331085224","2","44361","5","14"
"9151.4935511154","2","42422","9","12"
"15748.022550524","2","40470","6","13"
"15596.814451011","2","43011","7","14"
"9349.4965589845","2","38956","10","14"
"33474.344613936","2","44832","2","14"
"6154.0719215565","2","38131","11","12"
"10557.226937191","2","39309","9","14"
"27621.999563763","2","38382","2","12"
"33909.382920338","2","41963","2","14"
"13800.437497153","2","38646","7","15"
"25338.192958009","2","40619","3","13"
"26357.566789759","2","40130","3","14"
"30814.056080664","2","44073","2","12"
"26936.366420362","2","44913","3","12"
"24264.243838008","2","43523","4","14"
"15448.796796077","2","42411","8","15"
"28051.482970746","2","38465","3","15"
"15792.265161406","2","38952","7","15"
"9737.5365228544","2","38066","10","15"
"10227.33064362","2","41711","11","15"
"8185.6363554572","2","40102","10","13"
"25852.829192046","2","41444","3","13"
"17904.084608216","2","40570","6","15"
"29267.030777553","2","40088","2","13"
"10177.8782834","2","39451","9","13"
"20184.402211501","2","39908","4","12"
"12872.637782986","2","42437","7","12"
"29121.3767119","2","40655","3","15"
"9969.7465709314","2","42960","10","14"
"15903.370635921","2","42108","6","12"
"13931.879625647","2","41902","7","13"
"20300.433638628","2","38087","4","13"
"11635.913620638","2","42997","9","15"
"19162.281554145","2","42873","5","13"
"18177.766867822","2","42458","6","15"
"15684.482106105","2","43605","7","14"
"11127.33413565","2","43499","10","15"
"23790.319163283","2","42452","4","14"
"25015.060279879","2","44024","4","13"
"16328.788240125","2","38777","5","13"
"19781.198580842","2","43794","5","13"
"13537.185999576","2","44238","7","12"
"13907.480145849","2","38210","7","15"
"10300.96483496","2","42296","10","15"
"17364.289512778","2","41209","5","13"
"30941.986717519","2","38186","2","15"
"6872.622878155","2","38781","11","13"
"15023.465644444","2","38608","6","13"
"12842.213839023","2","43542","9","14"
"23622.80815587","2","40522","3","14"
"8147.0260487239","2","40830","9","12"
"9917.9646507633","2","41361","11","15"
"7973.9076135148","2","43831","10","12"
"10144.719265233","2","44895","9","12"
"22746.258709385","2","42223","4","12"
"20237.939898005","2","44904","5","13"
"6809.7638960944","2","41305","11","13"
"22758.488661091","2","44630","4","14"
"10017.321013367","2","43165","10","14"
"28999.693830342","2","40074","2","15"
"9739.3540400394","2","38803","9","14"
"11093.82346249","2","43368","8","12"
"10696.883453697","2","39829","9","14"
"6589.954488262","2","42954","11","12"
"10825.477179156","2","38393","7","12"
"33563.197375558","2","44951","2","14"
"18072.690680964","2","39535","6","15"
"6306.6091429748","2","38690","11","13"
"10432.9997036","2","44895","9","12"
"6113.7422907585","2","39850","11","12"
"6404.634303349","2","43939","11","12"
"10658.690894985","2","43601","9","14"
"25461.244682108","2","41051","3","13"
"9388.3787663592","2","39916","9","12"
"7570.21187086","2","44885","11","12"
"18288.999883437","2","44974","6","13"
"15790.637342306","2","38512","6","13"
"16541.292703441","2","39657","5","12"
"18248.777909489","2","41754","5","13"
"10795.180155699","2","40195","9","14"
"29240.77112557","2","41116","2","12"
"11488.347990065","2","41870","9","15"
"10882.969913102","2","42711","8","12"
"15040.211154702","2","40341","7","15"
"8072.692305494","2","44374","10","12"
"13492.772121612","2","38051","7","13"
